id,A,B,C,D,E,F,class
1843,92,87,85,30,87,27,0
385,52,7,39,74,99,79,0
156,93,45,96,15,99,48,0
1883,0,29,14,10,84,77,0
312,94,30,74,48,34,31,1
67,5,45,71,78,55,7,1
715,18,70,62,12,38,58,0
1351,7,27,21,45,3,64,0
1216,11,24,21,16,17,25,0
1399,67,45,99,81,62,89,0
1247,56,18,9,89,46,34,0
1298,66,48,77,67,47,81,0
527,98,65,7,46,77,2,1
721,10,63,75,47,45,88,0
1667,2,88,30,84,72,28,0
1477,45,40,57,37,13,6,1
1380,22,2,16,79,57,62,1
1704,35,42,66,13,72,89,1
1017,99,45,10,0,77,87,0
1778,99,18,35,3,9,83,0
1023,13,27,99,47,55,76,1
422,91,48,27,58,58,41,0
1542,14,13,39,15,39,0,0
22,32,48,17,76,11,44,1
916,95,93,93,69,9,39,1
320,99,0,7,35,98,26,0
730,58,31,5,2,69,36,1
763,26,59,51,81,1,7,1
302,64,39,100,40,40,7,0
1028,55,53,24,99,49,78,1
767,18,75,35,27,49,19,1
1637,22,59,11,11,44,86,1
959,81,8,75,37,83,35,0
404,0,30,15,3,72,80,1
1618,59,41,0,53,97,91,1
1148,20,76,93,81,37,94,1
1700,95,100,2,19,62,46,0
1424,68,15,87,27,85,28,0
1095,95,35,87,52,0,0,0
78,95,75,24,100,78,74,1
337,95,62,72,56,85,52,0
179,67,15,42,89,13,28,1
1214,97,33,53,66,27,97,1
1935,4,23,10,13,52,38,1
42,10,69,84,17,10,95,1
897,28,90,49,78,1,96,1
1574,99,55,33,26,19,69,1
484,37,84,61,87,88,81,0
1,92,37,48,32,57,3,0
499,32,35,20,28,27,50,0
256,83,62,66,89,14,63,1
1746,86,98,42,8,60,32,0
1029,65,60,74,72,11,95,0
546,71,82,72,72,26,6,0
901,50,1,37,77,22,10,0
190,88,3,52,82,61,26,1
711,57,43,50,49,56,65,1
1344,63,59,99,44,11,45,1
296,92,52,56,84,86,41,0
1330,90,9,73,15,38,26,0
1417,36,57,47,78,74,40,1
195,86,33,78,99,68,50,0
703,24,59,80,3,18,39,1
118,53,94,60,11,2,61,0
541,96,45,89,79,14,83,0
295,9,22,78,32,64,34,0
944,50,26,49,94,43,42,0
480,41,4,49,91,45,49,1
167,56,100,24,30,11,53,0
1722,28,51,85,34,15,71,1
1335,49,73,55,4,80,57,0
1834,76,45,15,89,17,13,0
533,80,18,65,6,60,55,1
1170,87,62,87,19,44,63,0
888,29,43,51,24,35,40,1
1410,41,53,0,89,75,61,0
1480,62,28,29,10,84,38,1
1418,30,44,84,58,89,60,0
382,37,84,81,7,37,61,1
449,44,95,9,14,47,55,1
1180,49,88,51,24,73,77,1
384,30,82,4,19,5,5,1
288,84,84,91,8,98,35,1
877,44,44,74,25,64,24,1
1818,40,81,13,51,19,3,1
1259,8,38,38,4,60,28,1
1743,62,44,30,43,97,17,1
566,89,45,77,69,35,71,1
477,51,6,79,95,50,97,0
1333,96,73,54,90,69,100,0
1975,52,17,81,67,32,96,0
973,96,85,51,10,30,88,0
108,1,86,52,37,73,40,0
1943,49,4,52,7,35,94,1
1896,88,34,54,14,64,80,0
909,1,65,66,68,45,7,0
1099,10,84,26,20,72,59,0
1386,92,38,71,85,5,63,1
1151,96,25,26,99,38,4,1
1865,38,30,76,2,86,88,1
1445,78,67,39,42,20,48,0
433,73,56,96,84,20,70,0
725,64,76,7,40,29,94,1
895,71,98,94,25,95,47,0
945,46,76,96,37,68,58,0
1420,73,6,19,7,95,15,1
1326,19,0,51,36,91,78,0
1533,68,6,18,14,81,69,0
1903,8,2,54,78,27,16,1
1193,9,24,56,42,17,49,0
874,80,6,100,43,93,64,1
1916,30,94,15,25,66,68,0
886,63,44,17,14,87,69,0
1661,90,68,49,70,55,89,0
572,11,17,63,9,10,35,0
1867,68,34,97,92,96,85,1
138,57,78,100,32,36,36,0
726,45,24,73,80,13,81,0
1769,39,89,60,28,2,66,1
1835,13,38,67,93,64,98,0
802,48,61,14,64,7,33,0
1230,72,83,75,48,41,12,0
1824,36,100,38,82,70,18,1
1858,90,45,100,36,47,68,1
222,70,50,40,42,98,29,1
405,22,61,45,77,43,24,0
849,97,20,2,70,62,25,0
1761,70,9,50,15,66,84,0
1202,57,17,89,78,72,91,1
1694,3,26,64,82,14,53,0
1398,53,17,23,53,36,71,0
1652,76,75,19,80,58,38,0
1755,4,44,30,60,19,53,1
543,26,31,5,61,15,23,1
94,84,21,16,24,32,52,0
456,1,11,41,37,55,62,0
1305,51,61,84,69,53,0,0
1868,33,7,81,33,5,9,0
685,92,41,41,34,56,66,0
786,27,53,22,43,15,39,0
1253,73,75,91,58,41,11,1
1725,37,96,43,36,52,63,1
638,57,5,42,14,53,19,1
1869,83,3,67,30,22,42,0
69,72,44,67,26,71,32,0
1766,70,93,55,7,33,76,0
420,23,30,13,88,39,15,1
323,2,15,75,46,47,74,0
512,13,52,25,33,86,96,0
1008,9,11,10,38,31,63,0
1756,69,74,56,92,83,48,0
1124,29,39,51,5,81,82,1
1303,34,65,41,79,7,81,1
1136,65,80,31,21,94,82,1
247,70,77,14,12,63,88,1
585,52,8,63,22,78,33,0
249,48,29,19,45,88,44,1
955,76,9,19,2,23,92,0
155,17,87,47,66,13,13,1
1159,70,1,68,99,70,88,0
912,93,68,22,38,26,96,1
787,21,65,71,65,11,92,0
998,46,83,80,23,22,98,0
1928,55,92,66,55,31,0,0
1607,4,18,13,0,49,49,0
1623,12,51,9,4,60,48,1
1866,6,40,81,51,75,14,1
1782,49,85,80,35,29,7,0
818,18,21,88,17,28,90,0
1384,50,41,8,68,15,48,1
358,4,66,72,57,54,48,0
640,95,23,85,44,95,26,0
132,95,77,92,71,82,61,0
243,66,54,93,52,71,98,1
1491,71,60,42,31,30,44,0
27,82,48,49,90,23,80,1
1485,31,88,86,20,72,59,1
1905,38,85,20,69,29,25,0
77,56,90,34,53,21,52,1
1842,93,35,97,35,51,52,0
313,62,34,18,0,12,99,1
1425,61,93,20,2,82,96,1
1191,98,58,83,14,61,100,1
1823,44,65,24,23,87,8,0
1734,58,7,28,71,20,6,1
13,97,72,43,49,47,0,0
1540,67,19,23,63,61,15,0
1972,78,24,65,62,60,46,1
1292,58,75,53,38,14,50,0
702,29,25,17,57,19,26,1
1467,34,13,39,50,54,44,0
906,14,70,26,78,22,10,0
1742,11,42,40,42,62,59,0
1103,35,75,42,40,24,82,1
875,77,13,13,58,89,39,1
1358,18,73,13,79,40,72,1
1175,50,4,96,63,96,27,0
1108,79,20,39,80,82,10,0
1080,41,80,74,13,3,28,0
1808,49,23,58,11,67,23,1
743,7,52,90,24,28,97,0
1129,36,81,59,55,14,35,1
416,85,44,76,97,27,48,0
600,58,22,99,19,3,25,0
1513,75,19,23,0,23,20,0
237,89,2,35,70,57,24,0
394,70,85,67,27,54,55,0
1460,38,21,62,65,28,66,1
1349,16,79,24,11,73,20,0
402,94,71,92,12,43,91,0
304,11,90,22,51,74,6,0
452,85,78,17,72,39,6,0
244,49,78,32,98,73,58,0
286,89,9,56,86,69,24,0
1726,21,94,34,71,47,22,0
1458,0,90,57,65,93,50,0
1110,74,16,78,18,71,30,0
1645,19,25,79,52,14,98,1
1489,22,63,7,97,6,69,1
561,1,98,26,60,95,92,1
1805,66,11,62,1,74,39,0
1712,40,55,82,68,85,79,0
1422,65,60,29,81,61,28,0
656,44,25,19,48,89,60,0
995,68,17,89,76,46,39,1
146,66,27,63,97,53,59,1
366,52,100,83,26,61,23,0
790,55,17,50,74,21,31,1
1054,38,21,8,64,95,48,1
1274,78,30,9,17,36,74,1
733,53,78,28,0,42,84,1
822,78,71,76,13,23,14,1
699,74,70,96,38,96,37,0
1983,25,68,27,20,17,2,0
199,54,48,27,43,88,53,0
436,25,71,65,64,11,90,1
1884,21,100,28,40,40,57,1
136,19,72,4,71,74,66,1
1068,64,12,27,7,49,32,0
1967,85,49,28,22,2,3,0
498,59,33,32,47,1,41,0
1532,74,56,66,65,29,1,1
1845,29,2,98,43,70,58,1
30,36,39,48,23,75,95,1
608,43,79,16,68,63,31,0
772,99,56,75,53,36,74,0
968,21,59,91,83,17,86,1
1959,95,74,32,72,84,8,0
528,76,2,10,49,62,94,1
24,22,18,38,95,69,30,0
411,80,97,92,63,62,70,1
175,58,76,18,76,40,50,0
1606,91,33,91,73,28,43,1
1598,59,18,49,76,72,41,1
821,24,32,48,2,82,49,0
686,30,56,85,70,83,25,1
1677,53,21,53,93,5,10,1
1564,71,98,90,74,96,59,0
55,33,54,75,58,80,53,1
1620,70,40,36,91,77,60,1
35,28,41,12,5,37,37,0
1272,28,78,63,87,92,27,1
655,21,90,14,1,52,13,0
1875,94,17,2,36,16,15,0
970,6,62,93,25,88,34,1
607,2,7,60,11,0,81,0
571,96,84,76,71,43,25,1
183,1,2,25,21,67,61,1
1195,44,26,4,83,74,19,1
1212,74,10,64,91,58,82,1
1324,68,57,64,54,69,4,0
204,95,13,100,54,22,52,1
1046,25,43,31,72,57,10,0
1970,96,4,10,7,55,79,1
472,79,96,73,86,15,28,0
1687,35,62,66,59,94,9,1
1084,63,11,11,85,64,48,1
1696,93,50,18,12,34,93,0
587,31,43,61,90,4,46,1
278,76,28,68,95,72,11,1
882,34,8,13,96,55,56,0
1874,71,5,76,88,76,81,0
1995,87,17,9,37,56,50,0
594,26,69,67,20,18,57,1
771,93,33,11,91,37,22,0
762,8,85,18,19,6,9,1
1551,16,19,37,34,41,76,0
1934,58,50,67,70,50,37,1
557,27,89,15,93,65,85,1
117,99,63,55,61,71,8,0
1569,15,14,47,37,28,20,1
1256,8,41,35,50,28,73,0
1309,71,37,46,34,50,43,1
1280,39,29,25,48,73,38,1
1459,12,40,80,50,68,12,1
1264,33,56,94,43,12,60,1
1157,88,9,4,1,3,98,1
537,84,78,73,37,54,98,1
1957,16,87,88,27,41,86,1
7,69,75,39,58,36,4,0
1356,82,85,39,77,43,33,1
816,52,67,6,72,87,45,0
746,56,47,100,69,60,30,0
958,94,97,84,63,24,97,0
1395,100,51,82,75,89,6,0
862,23,96,4,30,76,9,0
1132,99,1,87,15,58,64,0
500,78,73,91,91,6,20,0
1346,85,22,26,13,98,80,1
552,61,89,87,38,41,42,1
1465,45,95,35,30,15,75,0
789,34,100,70,50,13,27,1
115,100,18,5,43,18,65,0
1088,54,22,96,73,86,29,1
688,3,80,91,13,72,19,0
926,30,55,40,8,87,98,0
1507,38,67,56,87,20,79,0
1628,76,27,85,39,20,10,0
1997,59,39,28,56,69,83,1
1512,82,31,36,69,39,24,0
1732,66,69,84,22,71,92,1
360,57,45,77,51,68,41,1
1354,76,54,73,39,61,94,0
1584,24,46,44,20,51,37,0
1434,48,74,34,65,24,83,1
1133,36,43,44,79,34,47,0
687,13,76,76,45,86,87,1
577,37,22,53,35,25,46,0
1962,78,18,50,74,45,51,0
352,63,93,90,85,22,85,1
1131,95,95,82,82,87,64,0
1609,36,4,64,88,45,40,1
123,78,52,77,98,75,64,0
1117,3,27,9,8,15,61,0
367,18,57,43,26,13,32,1
1800,7,37,11,43,14,53,0
185,16,19,96,34,41,84,0
41,33,0,11,27,81,51,0
631,75,58,54,94,82,43,0
424,59,96,53,95,3,15,0
1281,28,100,5,52,76,19,1
989,28,7,40,35,22,63,1
1332,50,71,88,78,14,5,0
1810,65,67,80,41,3,98,1
598,43,46,29,100,86,47,0
779,47,31,18,48,34,21,0
170,87,17,23,66,69,95,1
1012,17,23,11,71,88,22,1
1767,14,16,34,86,14,30,1
618,36,33,77,10,21,80,0
1998,47,96,97,52,12,42,0
1946,91,49,48,22,41,76,0
1929,9,54,5,83,37,49,0
490,81,13,80,90,82,36,1
1112,97,11,63,18,87,100,0
679,76,45,54,89,20,6,0
309,82,32,33,59,0,24,0
1841,38,94,50,24,26,2,1
610,100,66,13,18,34,72,1
217,5,24,50,91,28,53,0
351,82,55,84,0,89,39,0
1338,22,72,32,72,68,28,0
946,55,85,50,11,72,34,1
431,25,35,93,14,19,29,0
1160,1,20,61,100,70,88,0
1061,93,41,56,77,96,15,0
518,78,95,15,45,37,92,1
753,41,99,74,72,86,37,1
1592,2,24,75,71,20,99,0
1111,41,60,99,34,17,97,0
540,32,41,14,88,95,62,1
705,15,11,9,96,55,24,0
1002,43,4,3,94,90,86,0
562,4,33,22,44,68,46,0
1624,63,19,2,55,80,91,0
46,27,47,96,11,55,83,0
858,26,73,65,96,50,85,0
529,44,63,30,94,25,71,1
314,73,76,37,68,78,43,0
1804,31,68,23,50,97,73,1
1562,71,17,8,99,34,6,1
1498,45,53,2,100,84,64,1
266,53,94,26,48,52,81,0
1438,41,48,38,72,16,20,1
737,30,1,7,91,65,46,1
509,49,66,98,33,16,81,0
662,53,71,95,33,7,13,1
1953,23,98,49,49,76,95,0
1496,27,57,88,98,34,70,1
332,87,58,85,53,21,78,0
1205,2,98,98,74,62,46,1
1213,40,89,26,16,68,88,0
1987,45,68,42,12,21,23,1
140,15,52,32,72,18,0,0
1486,19,27,27,77,1,45,1
750,12,18,63,81,1,26,1
143,15,64,74,64,4,8,1
1198,37,84,55,81,0,36,0
192,74,0,5,89,71,1,1
1982,56,71,81,5,3,39,1
380,22,73,33,5,19,81,1
876,77,100,40,44,57,30,0
675,56,14,76,82,33,46,1
1952,29,18,12,81,39,54,1
1336,70,98,27,90,13,50,1
967,15,13,8,42,14,10,1
98,15,67,23,35,50,89,1
781,52,65,27,46,18,83,1
1772,75,11,2,45,42,76,1
1910,58,32,92,84,48,35,0
374,72,47,47,56,0,37,0
1627,17,8,14,83,43,40,0
18,83,79,58,34,35,26,1
1968,17,79,90,83,37,35,1
444,69,72,77,55,59,32,0
1069,67,16,4,49,56,2,0
1673,98,93,4,65,0,8,1
776,73,71,60,49,46,7,0
1840,93,44,34,21,82,87,1
1086,100,33,43,9,59,24,0
429,44,62,31,48,79,32,0
652,60,46,4,85,89,64,0
586,31,77,17,70,1,80,0
1134,55,32,12,2,37,68,0
567,50,78,42,81,40,8,1
974,19,82,13,89,53,23,0
341,55,20,36,62,44,77,1
670,89,93,94,89,83,91,0
931,6,100,12,60,30,97,1
1021,17,100,74,70,10,56,1
469,46,3,23,85,22,24,1
615,5,85,72,22,84,6,0
142,64,74,97,98,69,70,1
921,100,38,86,89,24,66,1
676,6,26,53,51,49,92,0
1590,15,25,36,74,44,59,1
1812,92,81,63,49,43,56,0
1801,16,83,65,42,53,100,1
588,97,24,28,66,81,45,1
1239,15,84,38,45,27,38,0
53,96,49,52,8,72,90,0
257,27,98,48,4,2,16,0
1232,22,26,65,93,83,74,0
1371,33,9,84,64,62,46,0
1475,75,42,41,99,47,16,1
1897,75,62,84,97,87,52,1
375,26,94,16,91,9,73,1
502,83,39,69,14,28,8,0
599,82,95,90,49,2,48,1
1297,0,40,19,88,49,10,1
531,34,84,43,79,60,3,0
1710,65,66,93,8,31,50,1
1573,99,100,37,85,16,83,0
1030,82,6,64,0,3,65,0
493,13,72,55,100,26,4,1
347,21,35,27,78,14,100,0
62,77,84,70,15,27,58,1
97,90,20,53,22,80,68,1
1617,8,85,27,82,68,32,0
1705,11,1,5,19,3,42,1
1130,6,23,86,92,4,96,1
418,81,88,66,45,13,35,1
825,63,29,33,93,45,91,1
838,1,84,9,29,41,32,1
1452,25,6,82,34,82,79,0
1413,39,29,25,66,82,39,1
507,40,85,47,57,46,12,1
495,83,22,69,76,41,78,1
325,47,7,9,8,52,1,1
1257,94,6,11,33,29,34,0
1270,79,21,95,87,53,39,1
1114,37,63,74,56,46,65,1
1525,12,35,54,100,72,40,0
971,50,100,34,61,59,74,1
1278,31,79,88,50,27,46,1
536,52,52,14,29,46,52,1
801,4,82,72,11,49,67,1
221,27,73,92,90,85,52,0
1378,13,36,52,48,45,65,0
1659,69,50,74,35,67,3,0
1794,28,19,76,73,36,79,1
125,69,68,40,93,17,11,1
1499,91,78,40,60,70,10,1
369,27,33,85,83,31,39,0
942,36,6,90,2,22,76,1
280,72,24,54,81,44,68,0
365,70,18,94,57,51,59,0
866,28,28,41,58,0,2,1
794,36,27,49,22,95,90,0
1580,81,83,1,28,82,13,1
467,10,20,21,95,2,13,1
48,0,82,62,97,41,88,1
833,62,9,23,0,0,62,1
1570,1,48,55,47,40,98,0
1900,83,28,51,26,36,8,0
1779,14,25,97,68,6,49,1
928,17,63,38,29,93,69,1
362,99,44,90,66,75,3,1
915,10,23,61,75,30,48,0
333,21,1,27,51,72,2,0
1565,58,94,75,27,95,31,0
1777,57,23,70,47,9,73,1
1941,58,67,69,69,32,51,1
744,71,78,46,3,98,24,0
935,6,2,0,86,36,93,1
1839,21,7,11,59,76,96,0
1258,3,58,68,11,53,54,1
485,35,94,79,90,57,66,1
1225,22,28,11,43,27,28,1
1861,6,94,87,57,86,2,0
1100,86,67,70,53,52,83,0
321,64,97,100,84,6,70,0
1748,71,70,88,76,58,81,1
1698,67,11,76,76,91,78,0
277,47,32,92,61,36,88,1
1751,57,2,6,18,65,91,1
1735,2,1,94,44,71,46,0
1269,94,6,79,51,21,74,1
1222,85,80,69,52,19,9,0
581,20,89,67,41,70,57,0
205,23,34,93,58,54,61,0
1064,57,74,17,92,53,59,0
1519,57,19,85,31,21,36,1
1204,48,85,84,5,93,56,0
1644,23,48,39,79,57,0,1
17,5,55,79,38,24,74,0
1140,25,96,78,30,91,97,0
1070,81,33,70,69,53,51,0
630,33,22,39,23,85,49,0
1515,92,75,46,35,76,72,0
1846,15,71,44,99,3,62,0
775,54,19,16,43,98,99,0
311,14,85,65,81,2,8,0
89,15,41,24,60,63,29,0
228,18,61,36,55,56,25,0
1973,47,73,28,22,46,66,0
371,7,67,92,31,30,30,1
651,91,17,93,69,18,45,0
1594,94,39,7,47,37,73,0
1856,58,47,16,77,36,9,1
100,88,9,11,57,85,35,0
990,36,88,96,67,13,54,0
503,4,35,58,83,66,5,0
611,95,91,47,53,20,98,1
774,50,23,73,62,8,25,0
250,80,75,27,30,7,32,0
1925,56,79,7,86,12,42,0
1329,59,65,48,16,92,27,1
1404,68,8,51,87,62,16,0
397,6,34,34,86,69,11,1
1678,32,41,2,48,75,92,0
1795,46,88,77,89,64,95,0
1238,10,66,58,71,63,6,1
826,33,74,41,46,9,95,0
1853,29,20,74,3,30,53,1
1325,63,56,92,20,85,42,0
1510,100,91,62,20,1,37,1
1522,57,46,96,88,33,88,0
306,66,79,29,47,8,55,1
1893,76,93,23,26,63,91,1
1811,17,30,90,2,47,3,0
1208,49,52,89,22,89,72,1
506,5,22,13,81,5,13,1
90,62,72,18,0,0,19,1
487,52,32,43,12,42,62,1
633,5,7,55,38,29,61,1
811,64,61,49,44,28,53,1
677,45,32,52,95,76,56,1
372,22,5,69,97,54,86,0
70,5,36,17,79,83,45,1
1161,7,97,64,52,53,7,0
182,26,91,22,76,48,95,1
650,26,44,84,95,75,70,1
144,62,54,58,93,59,11,1
1178,38,64,69,80,73,99,1
1456,32,87,17,81,73,93,1
1632,40,44,54,92,97,10,1
423,56,27,55,37,0,4,0
1539,64,47,49,96,67,74,1
1397,13,60,5,19,59,67,0
263,29,71,73,88,84,40,1
1582,81,7,28,93,49,59,0
356,31,21,77,94,67,32,1
1744,81,5,3,82,31,0,0
1018,81,61,38,18,81,83,0
264,49,50,34,47,55,63,1
602,84,73,17,51,44,17,1
1266,27,12,9,59,71,35,1
1688,46,7,67,79,52,44,1
991,70,53,94,50,70,21,1
570,44,48,56,43,92,67,0
1729,60,28,92,87,21,55,1
605,29,68,16,60,98,93,0
1873,30,27,41,5,92,32,0
212,99,19,45,45,58,30,1
713,77,67,80,28,72,48,1
1331,31,58,51,48,82,35,1
760,93,36,3,13,99,58,0
1626,16,47,37,81,19,5,0
357,99,91,3,8,98,99,0
430,45,72,45,5,80,70,1
272,36,32,80,0,51,43,1
1697,22,11,13,49,56,96,0
960,67,0,42,82,97,22,0
1792,72,4,67,11,43,12,1
1802,19,22,56,1,66,5,0
1339,11,48,76,17,77,91,1
1864,75,49,97,84,7,89,1
530,10,49,48,39,44,46,1
455,23,83,75,50,95,85,0
785,20,60,53,68,37,96,0
1536,22,49,43,6,0,75,0
1203,54,58,81,54,36,33,1
403,42,52,65,54,14,56,0
229,30,17,89,29,79,44,0
1209,22,80,3,0,3,44,0
1520,54,5,84,51,99,37,0
474,82,15,98,15,22,69,1
961,24,68,18,4,49,63,1
1770,57,65,43,16,4,40,1
892,92,36,8,80,80,61,1
1321,73,62,23,13,82,13,0
993,45,35,44,55,3,79,0
1267,62,28,35,40,21,75,0
47,30,97,49,88,71,25,0
1300,72,14,7,56,65,65,0
1206,85,94,59,1,25,73,1
694,45,1,58,49,24,9,1
1433,30,52,70,19,98,42,0
1679,69,72,54,33,39,38,1
1328,55,4,88,64,59,37,1
200,22,87,66,1,55,63,0
1251,29,90,42,50,6,92,0
19,74,35,75,13,26,33,0
1711,82,61,71,53,32,42,1
1041,40,45,9,14,37,64,0
81,88,35,46,36,77,83,1
1825,82,55,51,88,32,21,0
166,1,90,57,19,25,40,1
1428,43,5,97,33,92,85,1
1276,34,68,86,98,63,28,1
56,26,38,44,88,55,12,1
437,93,68,100,4,33,20,0
593,76,88,41,4,97,3,0
1672,42,72,24,3,59,7,0
1838,68,30,73,86,47,18,1
1291,95,21,67,32,87,37,1
770,76,42,78,91,30,48,0
551,84,49,11,51,29,56,0
1731,6,27,29,100,3,34,0
1079,28,17,50,64,86,56,1
1464,85,9,100,98,21,4,0
1608,69,60,48,21,70,0,1
1319,43,30,60,14,32,51,1
1006,47,62,60,71,50,62,0
235,11,27,77,17,97,91,0
1660,60,30,90,95,56,30,1
941,36,82,73,65,21,12,1
316,97,49,87,9,96,74,0
1416,46,95,53,69,26,10,0
1765,83,36,94,12,3,37,0
1261,11,79,84,16,20,46,0
1353,10,75,87,25,38,98,0
1739,7,56,79,28,57,8,0
15,25,51,80,62,28,92,0
983,43,4,6,88,71,84,0
963,62,14,84,82,31,49,1
1308,71,4,85,35,35,24,0
181,66,52,17,81,61,35,1
453,28,11,38,44,16,35,0
860,73,22,14,88,25,94,0
668,85,21,12,54,1,10,1
213,29,96,34,63,62,78,1
239,89,61,42,62,76,89,0
425,3,79,2,85,68,47,1
1038,27,31,5,56,27,86,0
114,9,46,93,63,36,5,1
287,89,9,91,54,41,61,0
462,39,14,42,47,3,96,1
1718,50,87,32,38,23,99,1
6,93,38,1,70,99,9,1
757,50,9,40,6,84,58,0
589,65,53,97,88,4,43,1
421,69,24,70,68,54,11,1
253,49,95,88,58,63,69,0
764,10,76,50,21,48,88,0
419,1,78,88,53,34,49,0
1828,5,38,38,86,25,31,0
661,27,39,43,9,99,87,1
1669,41,10,10,70,5,13,0
1940,32,28,59,81,62,25,0
905,99,8,76,68,99,16,1
1173,21,23,67,8,44,79,1
124,91,52,48,35,57,50,0
545,33,75,50,27,81,81,1
988,81,38,87,75,18,86,1
836,59,48,70,16,78,58,1
1484,80,74,51,19,28,59,0
1556,13,23,19,50,31,55,1
871,93,28,33,94,79,65,1
104,62,89,56,79,96,10,0
1921,33,48,90,87,46,63,0
207,11,62,59,36,88,96,1
308,53,0,14,75,28,7,0
232,27,87,12,88,93,15,0
346,89,73,6,31,58,100,1
1367,94,99,29,14,29,63,1
939,12,39,52,97,35,39,0
1531,43,77,40,28,33,61,1
120,12,62,100,13,46,88,1
1939,27,49,65,81,20,56,0
349,70,34,65,13,35,82,0
716,0,47,94,91,50,55,0
1784,44,90,33,42,4,0,1
913,40,32,72,51,98,94,0
1237,26,56,74,45,66,0,0
1062,49,47,2,45,6,23,1
1231,35,62,29,55,50,75,0
1254,99,81,84,52,42,5,0
1642,91,7,63,30,52,59,0
1248,85,56,7,25,85,33,1
458,83,28,65,91,9,16,1
184,96,71,25,29,100,61,0
508,59,9,51,12,41,65,1
149,61,71,22,59,84,55,1
837,45,24,14,36,17,89,0
720,89,33,69,31,74,75,0
579,55,91,17,29,9,17,0
58,12,13,71,47,14,56,1
310,55,24,4,17,65,14,1
857,69,98,80,88,81,61,1
883,37,22,27,49,29,57,0
1514,6,88,37,48,32,75,0
1693,92,53,32,0,57,63,1
698,2,55,48,58,95,59,0
64,63,61,39,42,89,53,1
1128,26,9,69,51,20,87,0
1429,15,98,57,60,80,7,0
1011,1,91,94,36,1,80,0
845,69,12,40,14,14,81,0
1860,81,54,34,8,12,66,0
447,36,62,2,69,84,70,0
1799,80,65,60,43,20,100,1
642,76,91,86,12,31,13,1
1783,1,4,33,81,30,37,0
887,25,99,37,44,69,65,0
799,25,27,22,69,63,36,1
1027,67,47,41,80,39,79,0
206,14,74,99,90,20,17,1
303,88,62,89,57,12,16,0
1432,13,90,26,73,48,99,0
1370,77,36,73,29,15,62,1
393,11,50,79,86,93,88,1
1101,46,91,88,57,98,61,1
